GalaxyID,Class1.1,Class1.2,Class1.3,Categorization
573963,0.252014,0.742743,0.005243,Feature or Disc
573983,0.864,0.045,0.091,Rounded
574005,0.650192,0.349808,0,Rounded
574010,0.172059,0.821392,0.006549,Feature or Disc
574015,0.56427,0.410812,0.024918,Rounded
574027,0,0.998,0.002,Feature or Disc
574039,0.24637,0.753233,3.96E-04,Feature or Disc
574047,0.202887,0.795248,0.001865,Feature or Disc
574050,0.180419,0.813808,0.005773,Feature or Disc
574055,0,0.999251,7.49E-04,Feature or Disc
574057,0.093981,0.882638,0.023381,Feature or Disc
574091,0.653,0.265,0.082,Rounded
574107,0,0.955,0.045,Feature or Disc
574137,0,1,0,Feature or Disc
574138,0.677841,0.322159,0,Rounded
574168,0.036564,0.963436,0,Feature or Disc
574196,0.081503,0.917708,7.89E-04,Feature or Disc
574211,0.573999,0.424721,0.00128,Rounded
574216,0.612599,0.219507,0.167894,Rounded
574218,0.643984,0.343954,0.012062,Rounded
574244,0.90319,0.059875,0.036935,Rounded
574245,0.639831,0.275156,0.085013,Rounded
574252,0.055902,0.939278,0.004819,Feature or Disc
574257,0.535296,0.428803,0.035901,Rounded
574280,0.072587,0.927413,0,Feature or Disc
574293,0.471753,0.528247,0,Feature or Disc
574302,0.134767,0.833897,0.031337,Feature or Disc
574305,0.403297,0.571718,0.024985,Feature or Disc
574324,0.772161,0.210812,0.017026,Rounded
574333,0.672463,0.302357,0.025179,Rounded
574336,0.73,0.243,0.027,Rounded
574343,0.425408,0.539738,0.034854,Feature or Disc
574356,0.573904,0.367037,0.059059,Rounded
574376,0.762516,0.205377,0.032107,Rounded
574393,0.097659,0.89599,0.006351,Feature or Disc
574408,0.544326,0.455674,0,Rounded
574436,0.039575,0.929699,0.030726,Feature or Disc
574439,0.363373,0.614939,0.021688,Feature or Disc
574442,0.976633,0,0.023367,Rounded
574449,0.226304,0.773696,0,Feature or Disc
574450,0.176478,0.819894,0.003628,Feature or Disc
574461,0.239706,0.760294,0,Feature or Disc
574479,0.577086,0.41404,0.008875,Rounded
574494,0.755349,0.235842,0.008809,Rounded
574500,0.221535,0.73981,0.038655,Feature or Disc
574503,0.286964,0.670694,0.042343,Feature or Disc
574521,0.389634,0.576829,0.033537,Feature or Disc
574539,0.878,0.049,0.073,Rounded
574540,0.858926,0.087801,0.053273,Rounded
574577,0.349313,0.632017,0.01867,Feature or Disc
574587,0.602359,0.375454,0.022187,Rounded
574593,0.424139,0.575343,5.18E-04,Feature or Disc
574595,0.062014,0.937986,0,Feature or Disc
574599,0.450349,0.549651,0,Feature or Disc
574601,0.567872,0.356986,0.075143,Rounded
574604,0.211917,0.787504,5.79E-04,Feature or Disc
574635,0.717054,0.282946,0,Rounded
574676,0.614516,0.385484,0,Rounded
574679,0.223997,0.768335,0.007668,Feature or Disc
574690,0.122278,0.875338,0.002384,Feature or Disc
574697,0.732278,0.243804,0.023918,Rounded
574705,0.91066,0.041871,0.047469,Rounded
574708,0.399573,0.599941,4.86E-04,Feature or Disc
574733,0.6489,0.3511,0,Rounded
574743,0.045399,0.954601,0,Feature or Disc
574770,0.697443,0.287629,0.014928,Rounded
574781,0.236567,0.730686,0.032748,Feature or Disc
574787,0.527773,0.462217,0.01001,Rounded
574799,0.656902,0.292651,0.050447,Rounded
574803,0.458114,0.48768,0.054206,Feature or Disc
574836,0.514508,0.485492,0,Rounded
574851,0.794844,0.170747,0.034409,Rounded
574933,0.576623,0.423377,0,Rounded
574937,0.799552,0.200448,0,Rounded
574939,0.523238,0.476762,0,Rounded
574944,0.14764,0.851097,0.001264,Feature or Disc
575005,0.531891,0.422218,0.045891,Rounded
575007,0.663015,0.271853,0.065132,Rounded
575041,0.408455,0.589763,0.001783,Feature or Disc
575060,0.38881,0.595855,0.015335,Feature or Disc
575076,0.26298,0.73702,0,Feature or Disc
575091,0.376414,0.582621,0.040965,Feature or Disc
575107,0.331533,0.668467,0,Feature or Disc
575147,0.651623,0.278668,0.069709,Rounded
575153,0.171512,0.828488,0,Feature or Disc
575161,0.915546,0.084454,0,Rounded
575206,0.208085,0.754013,0.037902,Feature or Disc
575211,0.698694,0.301306,0,Rounded
575227,0,0.980485,0.019515,Feature or Disc
575237,0.306901,0.653325,0.039775,Feature or Disc
575241,0.373255,0.591883,0.034863,Feature or Disc
575242,0.74439,0.235175,0.020435,Rounded
575248,0.579159,0.360127,0.060714,Rounded
575278,0.136959,0.572063,0.290978,Feature or Disc
575293,0.228322,0.716336,0.055342,Feature or Disc
575329,0.747589,0.230291,0.02212,Rounded
575357,0.178741,0.821259,0,Feature or Disc
575362,0.131716,0.867203,0.001081,Feature or Disc
575386,0.949544,0,0.050456,Rounded
575393,0,0.978,0.022,Feature or Disc
575396,0.218541,0.756153,0.025306,Feature or Disc
575400,0.969746,0,0.030254,Rounded
575446,0.366973,0.568223,0.064804,Feature or Disc
575461,0.601348,0.385262,0.013389,Rounded
575488,0.020106,0.968514,0.011381,Feature or Disc
575512,0.019442,0.976229,0.004329,Feature or Disc
575517,0.167845,0.821748,0.010406,Feature or Disc
575520,0.919976,0.080024,0,Rounded
575528,0.657746,0.268521,0.073733,Rounded
575553,0.566159,0.41608,0.017761,Rounded
575590,0.709866,0.249933,0.040202,Rounded
575614,0.508825,0.456643,0.034532,Rounded
575630,0.05891,0.933737,0.007352,Feature or Disc
575632,0.658987,0.341013,0,Rounded
575654,0.138012,0.849729,0.012259,Feature or Disc
575659,0.432411,0.531606,0.035983,Feature or Disc
575667,0.677422,0.306924,0.015654,Rounded
575695,0.234284,0.765716,0,Feature or Disc
575733,0.153358,0.839673,0.00697,Feature or Disc
575735,0.345,0.623,0.032,Feature or Disc
575760,0.271523,0.728477,0,Feature or Disc
575797,0.306797,0.68734,0.005864,Feature or Disc
575814,0.163486,0.833971,0.002543,Feature or Disc
575823,0.404223,0.548983,0.046794,Feature or Disc
575888,0.6,0.4,0,Rounded
575892,0.783502,0.139643,0.076855,Rounded
575897,0.645,0.346,0.009,Rounded
575898,0.738716,0.15915,0.102133,Rounded
575902,0.309184,0.690816,0,Feature or Disc
575923,0.581473,0.418527,0,Rounded
575935,0.115517,0.884483,0,Feature or Disc
575948,0.809272,0.190728,0,Rounded
575951,0.761182,0.207509,0.031309,Rounded
575960,0.766563,0.187915,0.045522,Rounded
575980,0.825487,0.174513,0,Rounded
575986,0.658949,0.170255,0.170796,Rounded
575988,0.760595,0.087147,0.152257,Rounded
576004,0.331187,0.668813,0,Feature or Disc
576011,0.561439,0.436563,0.001998,Rounded
576028,0.771994,0.214219,0.013787,Rounded
576035,0.158053,0.83189,0.010057,Feature or Disc
576042,0.180349,0.819651,0,Feature or Disc
576045,0.058067,0.941933,0,Feature or Disc
576046,0.574846,0.425154,0,Rounded
576054,0.471512,0.527011,0.001477,Feature or Disc
576063,0.89962,0.077421,0.022959,Rounded
576079,0.497903,0.502097,0,Feature or Disc
576099,0.275679,0.723568,7.53E-04,Feature or Disc
576105,0.125351,0.874649,0,Feature or Disc
576108,0.222662,0.765573,0.011764,Feature or Disc
576109,0.081499,0.918501,0,Feature or Disc
576130,0.609721,0.390279,0,Rounded
576149,0.871801,0.054183,0.074017,Rounded
576168,0.555185,0.391187,0.053628,Rounded
576170,0.448955,0.527787,0.023259,Feature or Disc
576176,0.80161,0.19839,0,Rounded
576207,0.763923,0.183885,0.052192,Rounded
576219,0.7589,0.184897,0.056203,Rounded
576220,0.225523,0.774477,0,Feature or Disc
576234,0.762033,0.167486,0.070481,Rounded
576246,0.633706,0.365374,9.19E-04,Rounded
576253,0.900788,0.082536,0.016676,Rounded
576268,0.18874,0.796405,0.014855,Feature or Disc
576280,0.836984,0.163016,0,Rounded
576299,0.069773,0.930227,0,Feature or Disc
576315,0.648861,0.320218,0.030922,Rounded
576317,0.870631,0.129369,0,Rounded
576330,0.687332,0.284792,0.027876,Rounded
576333,0.258945,0.715171,0.025883,Feature or Disc
576347,0.125963,0.874037,0,Feature or Disc
576368,0.576881,0.42183,0.001288,Rounded
576369,0.451274,0.535935,0.012791,Feature or Disc
576401,0.049301,0.94761,0.003088,Feature or Disc
576420,0.436533,0.542096,0.021372,Feature or Disc
576422,0.064292,0.933084,0.002623,Feature or Disc
576436,0.272,0.679,0.049,Feature or Disc
576496,0.12726,0.856506,0.016233,Feature or Disc
576500,0.856329,0.128696,0.014975,Rounded
576503,0.002164,0.997836,0,Feature or Disc
576507,0.03106,0.96894,0,Feature or Disc
576543,0.130678,0.869322,0,Feature or Disc
576557,0.680945,0.265341,0.053714,Rounded
576558,0.747123,0.252877,0,Rounded
576561,0.205072,0.778609,0.016319,Feature or Disc
576572,0.466366,0.533634,0,Feature or Disc
576588,0.175469,0.824531,0,Feature or Disc
576596,0.699371,0.300629,0,Rounded
576620,0.771346,0.205289,0.023365,Rounded
576630,0.865018,0.101481,0.033501,Rounded
576632,0.527008,0.424671,0.048321,Rounded
576633,0.539408,0.445099,0.015493,Rounded
576638,0.757381,0.22892,0.013699,Rounded
576642,0.80486,0.150904,0.044236,Rounded
576643,0.638546,0.280578,0.080876,Rounded
576672,0.610181,0.30865,0.081169,Rounded
576679,0.004235,0.995765,0,Feature or Disc
576680,0.977667,0,0.022333,Rounded
576687,0.254194,0.726391,0.019415,Feature or Disc
576697,0.322445,0.665778,0.011777,Feature or Disc
576703,0.114349,0.885651,0,Feature or Disc
576728,0.531597,0.447336,0.021067,Rounded
576736,0.329002,0.651378,0.01962,Feature or Disc
576819,0.431353,0.525977,0.042669,Feature or Disc
576834,0.564313,0.400744,0.034942,Rounded
576843,0.422,0.549,0.029,Feature or Disc
576850,0.027441,0.968918,0.003641,Feature or Disc
576864,0.812983,0.117802,0.069215,Rounded
576895,0.716831,0.261734,0.021435,Rounded
576910,0.050098,0.949902,0,Feature or Disc
576913,0.56767,0.36453,0.067799,Rounded
576919,0.120948,0.867854,0.011198,Feature or Disc
576975,0.687321,0.1943,0.118379,Rounded
577015,0.245768,0.754232,0,Feature or Disc
577036,0.145963,0.854037,0,Feature or Disc
577046,0.951269,0.048731,0,Rounded
577052,0.720963,0.262701,0.016336,Rounded
577064,0.290128,0.676218,0.033655,Feature or Disc
577109,0.760159,0.239841,0,Rounded
577142,0.698577,0.261012,0.040411,Rounded
577147,0.5393,0.409874,0.050826,Rounded
577150,0.61664,0.38336,0,Rounded
577162,0.855156,0.109617,0.035227,Rounded
577185,0.978585,0,0.021415,Rounded
577188,0.140127,0.85017,0.009704,Feature or Disc
577194,0.382098,0.617902,0,Feature or Disc
577198,0.907485,0.090347,0.002168,Rounded
577208,0.60243,0.39757,0,Rounded
577237,0.164066,0.73133,0.104605,Feature or Disc
577252,0.20428,0.768419,0.027301,Feature or Disc
577349,0.271182,0.715564,0.013255,Feature or Disc
577387,0.222776,0.771602,0.005622,Feature or Disc
577389,0.637473,0.349827,0.0127,Rounded
577399,0.669882,0.265258,0.06486,Rounded
577402,0.879,0.079,0.042,Rounded
577427,0.516807,0.446381,0.036812,Rounded
577448,0.021978,0.956044,0.021978,Feature or Disc
577452,0.200825,0.791672,0.007503,Feature or Disc
577463,0.363606,0.636394,0,Feature or Disc
577478,0.676193,0.297261,0.026546,Rounded
577488,0.772056,0.20495,0.022995,Rounded
577496,0.015498,0.957539,0.026964,Feature or Disc
577514,0.400527,0.599473,0,Feature or Disc
577521,0.342795,0.634594,0.02261,Feature or Disc
577555,0.850176,0.044057,0.105768,Rounded
577655,0.509531,0.490469,0,Rounded
577677,0.369513,0.616621,0.013866,Feature or Disc
577678,0.140813,0.842821,0.016366,Feature or Disc
577691,0.605987,0.368224,0.025789,Rounded
577708,0.839458,0.117976,0.042566,Rounded
577718,0.352276,0.638036,0.009688,Feature or Disc
577764,0.319004,0.657608,0.023387,Feature or Disc
577782,0.227543,0.772457,0,Feature or Disc
577793,0.037051,0.945858,0.017091,Feature or Disc
577797,0.133352,0.835281,0.031367,Feature or Disc
577800,0.288589,0.711411,0,Feature or Disc
577813,0.863,0.114,0.023,Rounded
577816,0.587688,0.391845,0.020467,Rounded
577829,0.761023,0.158259,0.080718,Rounded
577847,0.306181,0.693819,0,Feature or Disc
577864,0,0.999354,6.46E-04,Feature or Disc
577889,0.246315,0.753685,0,Feature or Disc
577926,0.47573,0.52427,0,Feature or Disc
577947,0.312063,0.680147,0.007789,Feature or Disc
577950,0.30834,0.679363,0.012297,Feature or Disc
577995,0.53099,0.453248,0.015763,Rounded
578011,0.330658,0.615618,0.053723,Feature or Disc
578013,0.158254,0.841277,4.69E-04,Feature or Disc
578017,0.161916,0.838084,0,Feature or Disc
578039,0.732467,0.267533,0,Rounded
578046,0.728158,0.24824,0.023602,Rounded
578054,0.635095,0.333663,0.031242,Rounded
578075,0.449658,0.550342,0,Feature or Disc
578099,0.1618,0.817274,0.020926,Feature or Disc
578103,0.049719,0.943341,0.00694,Feature or Disc
578113,0.176499,0.79036,0.033141,Feature or Disc
578122,0.062144,0.916702,0.021154,Feature or Disc
578128,0.141107,0.848772,0.010121,Feature or Disc
578143,0.685557,0.217577,0.096867,Rounded
578144,0.290691,0.709309,0,Feature or Disc
578157,0.35727,0.64273,0,Feature or Disc
578171,0.044225,0.949757,0.006018,Feature or Disc
578207,0.357701,0.625311,0.016988,Feature or Disc
578216,0.055015,0.944985,0,Feature or Disc
578225,0.17318,0.82682,0,Feature or Disc
578241,0.639069,0.360931,0,Rounded
578250,0.15552,0.82954,0.01494,Feature or Disc
578256,0.024046,0.961727,0.014227,Feature or Disc
578257,0.023,0.977,0,Feature or Disc
578267,0.270523,0.706061,0.023415,Feature or Disc
578293,0.323954,0.676046,0,Feature or Disc
578294,0.12078,0.87922,0,Feature or Disc
578337,0.369531,0.569868,0.060601,Feature or Disc
578344,0.172772,0.810987,0.016241,Feature or Disc
578365,0.190253,0.809747,0,Feature or Disc
578366,0.597551,0.399869,0.00258,Rounded
578370,0.768546,0.231454,0,Rounded
578372,0.426936,0.468317,0.104746,Feature or Disc
578384,0.487407,0.490023,0.022569,Feature or Disc
578387,0.100185,0.853661,0.046153,Feature or Disc
578395,0.503467,0.456409,0.040124,Rounded
578406,0.536922,0.434604,0.028474,Rounded
578414,0.313551,0.686449,0,Feature or Disc
578418,0.539622,0.433425,0.026952,Rounded
578424,0.120617,0.879383,0,Feature or Disc
578439,0.544538,0.454839,6.23E-04,Rounded
578450,0.05038,0.94962,0,Feature or Disc
578455,0.191878,0.79928,0.008842,Feature or Disc
578501,0.44873,0.526692,0.024578,Feature or Disc
578517,0.099835,0.884182,0.015983,Feature or Disc
578556,0.130318,0.862025,0.007657,Feature or Disc
578565,0.126193,0.873807,0,Feature or Disc
578574,0,0.999,0.001,Feature or Disc
578601,0.70362,0.283213,0.013167,Rounded
578614,0.52403,0.379824,0.096146,Rounded
578636,0.881882,0.09009,0.028028,Rounded
578638,0.118651,0.881349,0,Feature or Disc
578640,0.140526,0.814604,0.04487,Feature or Disc
578647,0.359705,0.621268,0.019028,Feature or Disc
578654,0.87762,0.097471,0.024909,Rounded
578655,0.469311,0.491959,0.03873,Feature or Disc
578665,0.43431,0.497869,0.06782,Feature or Disc
578675,0.332136,0.652102,0.015762,Feature or Disc
578680,0.363754,0.62803,0.008216,Feature or Disc
578684,0.937203,0,0.062797,Rounded
578701,0.29417,0.656315,0.049515,Feature or Disc
578714,0.361457,0.638543,0,Feature or Disc
578719,0.645681,0.314795,0.039523,Rounded
578722,0.302406,0.680917,0.016677,Feature or Disc
578728,0.184921,0.797895,0.017184,Feature or Disc
578729,0.600463,0.367379,0.032158,Rounded
578741,0.242279,0.757721,0,Feature or Disc
578756,0.586771,0.364695,0.048534,Rounded
578757,0.720125,0.240486,0.039388,Rounded
578770,0.004216,0.995784,0,Feature or Disc
578807,0.845241,0.122599,0.03216,Rounded
578823,0.561997,0.438003,0,Rounded
578850,0.114576,0.884702,7.22E-04,Feature or Disc
578857,0.523,0.409,0.068,Rounded
578861,0.105955,0.887749,0.006296,Feature or Disc
578865,0.374475,0.609975,0.01555,Feature or Disc
578876,0.276587,0.712791,0.010621,Feature or Disc
578896,0.923924,0.047047,0.029029,Rounded
578904,0.414413,0.54857,0.037017,Feature or Disc
578912,0.330244,0.669756,0,Feature or Disc
578941,0.04476,0.95524,0,Feature or Disc
578945,0.095027,0.904973,0,Feature or Disc
578947,0.029172,0.970428,4.00E-04,Feature or Disc
578955,0.444434,0.526423,0.029143,Feature or Disc
578956,0.130533,0.816316,0.053151,Feature or Disc
578957,0.859,0.068,0.073,Rounded
579057,0.7604,0.215936,0.023665,Rounded
579084,0.519632,0.456191,0.024178,Rounded
579091,0.02628,0.97372,0,Feature or Disc
579119,0.090734,0.908975,2.91E-04,Feature or Disc
579133,0.068494,0.931506,0,Feature or Disc
579140,0.240649,0.759351,0,Feature or Disc
579172,0.6779,0.320895,0.001205,Rounded
579196,0.469323,0.50848,0.022197,Feature or Disc
579232,0.669434,0.314665,0.015901,Rounded
579249,0.479164,0.453812,0.067024,Rounded
579261,0.162825,0.837175,0,Feature or Disc
579309,0.965743,0,0.034257,Rounded
579317,0.680561,0.252742,0.066697,Rounded
579337,0.886568,0.06826,0.045172,Rounded
579345,0.549773,0.436391,0.013836,Rounded
579346,0.804589,0.195411,0,Rounded
579358,0.338637,0.654811,0.006551,Feature or Disc
579360,0.755642,0.136571,0.107787,Rounded
579394,0.167605,0.832395,0,Feature or Disc
579395,0.098498,0.900797,7.05E-04,Feature or Disc
579397,0.681177,0.214667,0.104156,Rounded
579452,0.060968,0.939032,0,Feature or Disc
579468,0.12727,0.76015,0.112581,Feature or Disc
579477,0.905285,0.094715,0,Rounded
579485,0.051922,0.948078,0,Feature or Disc
579497,0.036255,0.963745,0,Feature or Disc
579508,0.696028,0.231688,0.072284,Rounded
579511,0.745081,0.220097,0.034822,Rounded
579524,0.295772,0.674352,0.029876,Feature or Disc
579566,0.692855,0.28224,0.024905,Rounded
579577,0.673628,0.298972,0.0274,Rounded
579578,0.744,0.179,0.077,Rounded
579594,0.09898,0.880553,0.020467,Feature or Disc
579597,0.632699,0.328059,0.039242,Rounded
579607,0.188,0.804,0.008,Feature or Disc
579641,0.622517,0.374849,0.002635,Rounded
579647,0.316261,0.683008,7.31E-04,Feature or Disc
579696,0.009763,0.987996,0.002241,Feature or Disc
579700,0.131435,0.809301,0.059263,Feature or Disc
579713,0.40112,0.576826,0.022054,Feature or Disc
579738,0.874687,0.100661,0.024652,Rounded
579740,0.044601,0.946211,0.009188,Feature or Disc
579742,0.693861,0.209872,0.096268,Rounded
579744,0.118564,0.875254,0.006182,Feature or Disc
579750,0.157449,0.802937,0.039614,Feature or Disc
579758,0.473817,0.526183,0,Feature or Disc
579785,0.34622,0.608999,0.044781,Feature or Disc
579786,0.847029,0.102339,0.050631,Rounded
579809,0.111204,0.87562,0.013177,Feature or Disc
579823,0.477063,0.522937,0,Feature or Disc
579831,0.655483,0.2977,0.046816,Rounded
579835,0.024,0.952,0.024,Feature or Disc
579846,0.79239,0.03556,0.17205,Rounded
579889,0.720538,0.24016,0.039302,Rounded
579902,0.181146,0.797674,0.021179,Feature or Disc
579903,0.213457,0.751498,0.035046,Feature or Disc
579907,0.388279,0.566231,0.04549,Feature or Disc
579918,0.657584,0.2078,0.134616,Rounded
579926,0.368431,0.619642,0.011926,Feature or Disc
579936,0.081446,0.918554,0,Feature or Disc
579943,0.815537,0.156441,0.028022,Rounded
579951,0.746963,0.206413,0.046624,Rounded
579970,0.015206,0.926159,0.058634,Feature or Disc
579986,0.656932,0.325288,0.017781,Rounded
580001,0.503362,0.496638,0,Rounded
580007,0.623556,0.303423,0.073021,Rounded
580008,0.582156,0.417844,0,Rounded
580013,0.632206,0.367794,0,Rounded
580019,0.476484,0.428029,0.095487,Rounded
580053,0.309885,0.669717,0.020398,Feature or Disc
580058,0.133878,0.854157,0.011965,Feature or Disc
580061,0.04081,0.951597,0.007593,Feature or Disc
580062,0.483983,0.425542,0.090474,Rounded
580106,0.863461,0.104715,0.031825,Rounded
580112,0.235568,0.764004,4.28E-04,Feature or Disc
580136,0.010307,0.989693,0,Feature or Disc
580142,0.814112,0.104578,0.08131,Rounded
580159,0.231127,0.76369,0.005184,Feature or Disc
580165,0.129707,0.861927,0.008366,Feature or Disc
580171,0.468622,0.504156,0.027222,Feature or Disc
580185,0.028943,0.969821,0.001236,Feature or Disc
580198,0.381427,0.56287,0.055703,Feature or Disc
580213,0.47331,0.52669,0,Feature or Disc
580266,0.487855,0.512145,0,Feature or Disc
580286,0.622509,0.275358,0.102134,Rounded
580312,0.066443,0.931428,0.002129,Feature or Disc
580332,0.699625,0.300375,0,Rounded
580349,0.466438,0.533562,0,Feature or Disc
580357,0.162515,0.833853,0.003632,Feature or Disc
580386,0.794337,0.205663,0,Rounded
580389,0.112621,0.887379,0,Feature or Disc
580413,0.177186,0.792716,0.030098,Feature or Disc
580426,0.355002,0.624032,0.020966,Feature or Disc
580444,0.844156,0.088911,0.066933,Rounded
580452,0.672217,0.296907,0.030876,Rounded
580482,0.605564,0.329769,0.064667,Rounded
580522,0.509531,0.431921,0.058547,Rounded
580543,0.439218,0.536162,0.024621,Feature or Disc
580549,0.314245,0.685304,4.51E-04,Feature or Disc
580582,0.88083,0.11917,0,Rounded
580597,0.585079,0.305116,0.109805,Rounded
580611,0.38249,0.61751,0,Feature or Disc
580616,0.3436,0.627256,0.029144,Feature or Disc
580617,0.683901,0.236265,0.079834,Rounded
580672,0.591503,0.383971,0.024526,Rounded
580693,0.421802,0.576811,0.001387,Feature or Disc
580696,0.016047,0.983953,0,Feature or Disc
580714,0.109809,0.890191,0,Feature or Disc
580725,0.8894,0.059707,0.050893,Rounded
580728,0.770894,0.203918,0.025188,Rounded
580786,0.033795,0.966205,0,Feature or Disc
580825,0.066416,0.924434,0.00915,Feature or Disc
580861,0.235408,0.762281,0.002311,Feature or Disc
580870,0.343028,0.641113,0.015859,Feature or Disc
580900,0.780136,0.155359,0.064505,Rounded
580954,0.028859,0.971141,0,Feature or Disc
580987,0.097,0.903,0,Feature or Disc
580997,0.057798,0.935452,0.00675,Feature or Disc
581019,0.808977,0.179116,0.011907,Rounded
581033,0.111361,0.870941,0.017698,Feature or Disc
581071,0.471234,0.528766,0,Feature or Disc
581095,0.453619,0.510108,0.036273,Feature or Disc
581107,0.146842,0.835039,0.018118,Feature or Disc
581144,0.327,0.654,0.019,Feature or Disc
581159,0.028324,0.971055,6.22E-04,Feature or Disc
581174,0.584817,0.283442,0.131741,Rounded
581201,0.045528,0.913057,0.041415,Feature or Disc
581225,0.293645,0.684866,0.021489,Feature or Disc
581246,0.802226,0.173679,0.024095,Rounded
581257,0.194253,0.805747,0,Feature or Disc
581259,0.86617,0.049351,0.084479,Rounded
581260,0.061619,0.938381,0,Feature or Disc
581322,0.149706,0.850294,0,Feature or Disc
581333,0.096905,0.903095,0,Feature or Disc
581364,0.807563,0.192437,0,Rounded
581370,0.501425,0.480311,0.018264,Rounded
581379,0.495348,0.504652,0,Feature or Disc
581381,0.871113,0.108434,0.020452,Rounded
581382,0.584693,0.34711,0.068197,Rounded
581386,0.674675,0.139139,0.186186,Rounded
581391,0.918037,0.036623,0.04534,Rounded
581449,0.363145,0.632419,0.004435,Feature or Disc
581456,0.171097,0.819779,0.009124,Feature or Disc
581460,0.065872,0.923363,0.010765,Feature or Disc
581464,0.416996,0.58216,8.44E-04,Feature or Disc
581476,0.216604,0.614801,0.168595,Feature or Disc
581496,0.546105,0.43134,0.022555,Rounded
581501,0.77396,0.172383,0.053657,Rounded
581519,0.599929,0.329784,0.070288,Rounded
581537,0.952685,0,0.047315,Rounded
581572,0.45929,0.475491,0.065218,Feature or Disc
581599,0.132996,0.852682,0.014322,Feature or Disc
581616,0.355913,0.607868,0.03622,Feature or Disc
581620,0.832701,0.145144,0.022155,Rounded
581628,0.797798,0.159159,0.043043,Rounded
581629,0.296257,0.703743,0,Feature or Disc
581642,0.73414,0.225686,0.040174,Rounded
581652,0.101975,0.894094,0.003931,Feature or Disc
581664,0.849542,0.07914,0.071318,Rounded
581667,0.086469,0.891548,0.021984,Feature or Disc
581690,0.62707,0.37293,0,Rounded
581695,0.085935,0.914065,0,Feature or Disc
581697,0.11209,0.88791,0,Feature or Disc
581729,0.670545,0.329455,0,Rounded
581747,0.221974,0.736751,0.041275,Feature or Disc
581762,0.109558,0.865432,0.02501,Feature or Disc
581778,0.654756,0.336788,0.008455,Rounded
581786,0,1,0,Feature or Disc
581799,0.496928,0.503072,0,Feature or Disc
581817,0.557381,0.442619,0,Rounded
581820,0.684107,0.282817,0.033076,Rounded
581835,0.037444,0.96212,4.36E-04,Feature or Disc
581840,0.701067,0.181173,0.11776,Rounded
581847,0.704842,0.273524,0.021633,Rounded
581867,0.287212,0.65586,0.056927,Feature or Disc
581872,0.040031,0.957032,0.002937,Feature or Disc
581896,0.109372,0.882779,0.007848,Feature or Disc
581898,0.019536,0.978891,0.001572,Feature or Disc
581940,0.176395,0.774193,0.049412,Feature or Disc
581942,0.724492,0.238436,0.037072,Rounded
581952,0.062921,0.937079,0,Feature or Disc
581956,0.72,0.26,0.02,Rounded
581972,0.08139,0.91861,0,Feature or Disc
581976,0.775084,0.171946,0.052969,Rounded
582003,0.824457,0.159528,0.016015,Rounded
582022,0.948725,0,0.051275,Rounded
582047,0.085408,0.905378,0.009214,Feature or Disc
582055,0,0.994116,0.005884,Feature or Disc
582064,0.280388,0.698162,0.02145,Feature or Disc
582075,0.644,0.312,0.044,Rounded
582098,0.806402,0.168603,0.024995,Rounded
582099,0.847459,0.152541,0,Rounded
582128,0.236226,0.763774,0,Feature or Disc
582139,0.522539,0.476146,0.001315,Rounded
582140,0.050566,0.949434,0,Feature or Disc
582146,0.939842,0.060158,0,Rounded
582156,0.626635,0.347278,0.026087,Rounded
582158,0.77188,0.219572,0.008548,Rounded
582166,0.731639,0.22454,0.043821,Rounded
582176,0.204573,0.795427,0,Feature or Disc
582180,0.69926,0.277075,0.023666,Rounded
582199,0.082778,0.893079,0.024143,Feature or Disc
582227,0.161474,0.827039,0.011487,Feature or Disc
582237,0.062847,0.925499,0.011654,Feature or Disc
582255,0.071239,0.927258,0.001503,Feature or Disc
582257,0.60495,0.20044,0.19461,Rounded
582266,0.203449,0.777301,0.019249,Feature or Disc
582281,0.421353,0.569355,0.009291,Feature or Disc
582293,0.265373,0.734627,0,Feature or Disc
582311,0.581308,0.411942,0.00675,Rounded
582327,0.155394,0.844606,0,Feature or Disc
582339,0.674819,0.300901,0.02428,Rounded
582344,0.124034,0.864849,0.011117,Feature or Disc
582362,0.354192,0.645808,0,Feature or Disc
582373,0.474494,0.525506,0,Feature or Disc
582377,0.542131,0.457869,0,Rounded
582391,0.062565,0.934978,0.002458,Feature or Disc
582402,0.574831,0.425169,0,Rounded
582404,0.20327,0.79673,0,Feature or Disc
582411,0.007334,0.992666,0,Feature or Disc
582418,0.581827,0.400294,0.017879,Rounded
582468,0.818555,0.132514,0.04893,Rounded
582482,0.560537,0.403873,0.035591,Rounded
582493,0.70008,0.220039,0.079881,Rounded
582495,0.831015,0.103156,0.06583,Rounded
582505,0.306646,0.693354,0,Feature or Disc
582513,0.726816,0.246931,0.026253,Rounded
582519,0.655428,0.306186,0.038386,Rounded
582536,0.027084,0.968681,0.004235,Feature or Disc
582537,0.688839,0.311161,0,Rounded
582548,0.3099,0.651084,0.039016,Feature or Disc
582563,0.401745,0.598255,0,Feature or Disc
582568,0.095794,0.904206,0,Feature or Disc
582579,0.179342,0.820658,0,Feature or Disc
582583,0.400934,0.555574,0.043492,Feature or Disc
582615,0.639909,0.291818,0.068273,Rounded
582619,0.474817,0.519811,0.005372,Feature or Disc
582635,0.598219,0.399844,0.001937,Rounded
582650,0.682297,0.317703,0,Rounded
